AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Linda Olin', 'Glenn Hubbell')",,,,
,"('Drew Piaschyk', 'Jerry Kreiner')",,,,
,"('Charles Mastro', 'Patricia Wakefield')",,,,
,"('Peter Cordes', 'James McNeil')",,,,
,"('Arrington Canor', 'Clifford Crouch')",,,,
,"('Kenneth Barton', 'Jonathan Dunckel')",,,,
,"('Pete Grannis', 'Florence Doller')",,,,
,"('Rena Doing', 'David DeClue')",,,,
,"('Robert Evans', 'Lou Allstadt')",,,,
,"('Dennis Holbrook', 'Patricia Wakefield')",,,,
,"('Wilma Subra', 'Therese Myers')",,,,
,"('Peter Cordes', 'Evan Williams')",,,,
,"('Peter Cordes', 'Arrington Canor')",,,,
,"('Ken Smith', 'Dennis Brown')",,,,
,"('Peter Flanagan', 'James Northrup')",,,,
,"('Tom Ives', 'Steven Palmatier')",,,,
,"('Bryant LaTourette', 'Carl Ivarson')",,,,
,"('Rena Doing', 'Evan Williams')",,,,
,"('Rena Doing', 'Lester Sittler')",,,,
,"('Thomas Libous', 'Todd Paternoster')",,,,
,"('David DeClue', 'Dolores Nabinger')",,,,
,"('Dolores Nabinger', 'Florence Doller')",,,,
,"('Jerry Kreiner', 'Jeff Webb')",,,,
,"('Ed Stratton', 'James McNeil')",,,,
,"('Thomas Grace', 'Michael Bernhardt')",,,,
,"('Michael Miles', 'Rena Doing')",,,,
,"('Rex Thorton', 'Florence Doller')",,,,
,"('Evan Williams', 'Calvin Tillman')",,,,
,"('Glenn Hubbell', 'James Maddalone')",,,,
,"('Pete Grannis', 'Barbara Odell')",,,,
,"('Arrington Canor', 'James Northrup')",,,,
,"('Fred Heisler', 'Irmin Mody')",,,,
,"('Michael Miles', 'Nicole Dillingham')",,,,
,"('Robert Wansor', 'Clifford Crouch')",,,,
,"('Kelly Branigan', 'David DeClue')",,,,
,"('Robert Wansor', 'Michael Bernhardt')",,,,
,"('Peter Cordes', 'George Westcott')",,,,
,"('Wilma Subra', 'Dennis Brown')",,,,
,"('Robert Jeffrey', 'Tom Ives')",,,,
,"('Ryan Holbrook', 'Jerry Kreiner')",,,,
,"('Gary Simpson', 'Bryant LaTourette')",,,,
,"('Linda Olin', 'Scott Kurkowski')",,,,
,"('Rena Doing', 'Steve Harris')",,,,
,"('Jack Cook', 'David Law')",,,,
,"('Shane Butler', 'David Law')",,,,
,"('Thomas Libous', 'Ken Fogerty')",,,,
,"('Lawrence Wilcox', 'Rob DeClue')",,,,
,"('Thomas Grace', 'James McNeil')",,,,
,"('Peter Mason', 'Irmin Mody')",,,,
,"('Tim Whitesell', 'Todd Paternoster')",,,,
,"('David Dunckel', 'James Northrup')",,,,
,"('Glenn Hubbell', 'Evan Williams')",,,,
,"('Irmin Mody', 'Lawrence Wilcox')",,,,
,"('Bradd Vickers', 'Steve Harris')",,,,
,"('Robert Jeffrey', 'Paul Hamilton')",,,,
,"('Arrington Canor', 'Jonathan Dunckel')",,,,
,"('Bryant LaTourette', 'Robert Wansor')",,,,
,"('Robert Wansor', 'Thomas Libous')",,,,
,"('James Bays', 'Jonathan Dunckel')",,,,
,"('Robert Evans', 'George Westcott')",,,,
,"('Drew Piaschyk', 'Marcas Flindt')",,,,
,"('Michael Miles', 'Dennis Holbrook')",,,,
,"('Ken Smith', 'Carol Robinson')",,,,
,"('Glenn Hubbell', 'Tom Ives')",,,,
,"('Therese Myers', 'Andrew Cuomo')",,,,
,"('John Conrad', 'David Law')",,,,
,"('Ryan Holbrook', 'Thomas Libous')",,,,
,"('Jerry Kreiner', 'Thomas Libous')",,,,
,"('Peter Cordes', 'Michael Bernhardt')",,,,
,"('John Lawrence', 'Jeff Webb')",,,,
,"('Thomas Grace', 'Florence Doller')",,,,
,"('Robert McCarthy', 'Dolores Nabinger')",,,,
,"('Lou Allstadt', 'Barbara Odell')",,,,
,"('Lawrence Wilcox', 'Ken Fogerty')",,,,
,"('Rex Thorton', 'Thomas Turner')",,,,
,"('Carl Ivarson', 'Adrian Kuzminski')",,,,
,"('Glenn Hubbell', 'Lawrence Wilcox')",,,,
,"('Robert Evans', 'Thomas Turner')",,,,
,"('James Maddalone', 'Todd Paternoster')",,,,
,"('Andrew Cuomo', 'Ken Fogerty')",,,,
,"('Ken Smith', 'Adrian Kuzminski')",,,,
,"('Drew Piaschyk', 'Lou Allstadt')",,,,
,"('Robert Jeffrey', 'Richard Downey')",,,,
,"('Ken Smith', 'Glenn Hubbell')",,,,
,"('Peter Flanagan', 'Jeff Webb')",,,,
,"('Lou Allstadt', 'Florence Doller')",,,,
,"('David Dunckel', 'Rena Doing')",,,,
,"('Gary Simpson', 'Thomas Turner')",,,,
,"('Rena Doing', 'Steven Palmatier')",,,,
,"('Peter Cordes', 'Brian Conover')",,,,
,"('Ken Fogerty', 'Laurie Buckmaster')",,,,
,"('Robert Evans', 'Dolores Nabinger')",,,,
,"('James Little', 'Robert Jeffrey')",,,,
,"('Richard Schlag', 'Tim Whitesell')",,,,
,"('Donna Jones', 'David DeClue')",,,,
,"('Ken Smith', 'David DeClue')",,,,
,"('George Westcott', 'Jeff Webb')",,,,
,"('James Maddalone', 'David DeClue')",,,,
,"('Michael Miles', 'Ellen Harrington')",,,,
,"('Carol Robinson', 'Thomas Libous')",,,,
,"('Brian Conover', 'Pete Grannis')",,,,
,"('Wayne Outwater', 'George Seneck')",,,,
,"('Rob DeClue', 'Florence Doller')",,,,
,"('Eric Wilson', 'Paul Hamilton')",,,,
,"('Rob DeClue', 'Dolores Nabinger')",,,,
,"('Pete Grannis', 'Ken Fogerty')",,,,
,"('Irmin Mody', 'Steven Palmatier')",,,,
,"('James Little', 'David Law')",,,,
,"('Jerry Kreiner', 'Ed Stratton')",,,,
,"('Barb Roberts', 'Ed Stratton')",,,,
,"('Fred Heisler', 'Evan Williams')",,,,
,"('Kelly Branigan', 'Arrington Canor')",,,,
,"('Paul Hamilton', 'Laurie Buckmaster')",,,,
,"('Thomas Libous', 'Ellen Harrington')",,,,
,"('Bob Thomas', 'Patricia Wakefield')",,,,
,"('Rob DeClue', 'Robert McCarthy')",,,,
,"('Kelly Branigan', 'James Bays')",,,,
,"('David Paterson', 'Patricia Wakefield')",,,,
,"('George Seneck', 'Peter Cordes')",,,,
,"('Joseph Zaczek', 'Ken Fogerty')",,,,
,"('John Lawrence', 'Tim Whitesell')",,,,
,"('Eric Wilson', 'Peter Flanagan')",,,,
,"('Scott Kurkowski', 'Clifford Crouch')",,,,
,"('Peter Flanagan', 'Andrew Cuomo')",,,,
,"('Barbara Odell', 'Jonathan Dunckel')",,,,
,"('George Seneck', 'Nicole Dillingham')",,,,
,"('Rena Doing', 'John Conrad')",,,,
,"('Fred Heisler', 'James Maddalone')",,,,
,"('Brian Conover', 'Charles Mastro')",,,,
,"('Rena Doing', 'Barb Roberts')",,,,
,"('Bob Thomas', 'Barbara Odell')",,,,
,"('Gary Simpson', 'Kenneth Barton')",,,,
,"('Gary Simpson', 'Irmin Mody')",,,,
,"('Rob DeClue', 'Todd Paternoster')",,,,
,"('Robert Jeffrey', 'Brian Conover')",,,,
,"('Bob Thomas', 'Carl Ivarson')",,,,
,"('Wayne Outwater', 'Ross Iannello')",,,,
,"('Lou Allstadt', 'James Bays')",,,,
,"('Gary Simpson', 'Peter Cordes')",,,,
,"('Drew Piaschyk', 'Terry Stark')",,,,
,"('Lou Allstadt', 'James Northrup')",,,,
,"('Bryant LaTourette', 'Arrington Canor')",,,,
,"('Peter Mason', 'Peter Cordes')",,,,
,"('Andrew Cuomo', 'Richard Schlag')",,,,
,"('Adrian Kuzminski', 'Laurie Buckmaster')",,,,
,"('Andrew Cuomo', 'Richard Downey')",,,,
,"('Thomas Turner', 'Dolores Nabinger')",,,,
,"('Wayne Outwater', 'Barb Roberts')",,,,
,"('Florence Doller', 'Charles Mastro')",,,,
,"('Kenneth Barton', 'Thomas Grace')",,,,
,"('Lester Sittler', 'David DeClue')",,,,
,"('George Seneck', 'Andrew Cuomo')",,,,
,"('Donna Jones', 'Dennis Holbrook')",,,,
,"('Jonathan Dunckel', 'Todd Paternoster')",,,,
,"('Nicole Dillingham', 'James Little')",,,,
,"('James Maddalone', 'Jonathan Dunckel')",,,,
,"('Robert McCarthy', 'James Northrup')",,,,
,"('Peter Mason', 'Todd Paternoster')",,,,
,"('Joseph Zaczek', 'Patricia Wakefield')",,,,
,"('Michael Miles', 'Richard Downey')",,,,
,"('Terry Stark', 'Marcas Flindt')",,,,
,"('James Little', 'Richard Schlag')",,,,
,"('Michael Miles', 'James Maddalone')",,,,
,"('George Seneck', 'Robert Jeffrey')",,,,
,"('Nicole Dillingham', 'Robert Wansor')",,,,
,"('Ken Smith', 'Thomas Turner')",,,,
,"('Wilma Subra', 'David Dunckel')",,,,
,"('Drew Piaschyk', 'Thomas Turner')",,,,
,"('Linda Olin', 'Tim Whitesell')",,,,
,"('Glenn Hubbell', 'Arrington Canor')",,,,
,"('Bryant LaTourette', 'Dolores Nabinger')",,,,
,"('James Northrup', 'Patricia Wakefield')",,,,
,"('Lawrence Wilcox', 'Tim Whitesell')",,,,
,"('David Dunckel', 'Robert Jeffrey')",,,,
,"('Ed Stratton', 'Ellen Harrington')",,,,
,"('Fred Heisler', 'Dolores Nabinger')",,,,
,"('Peter Mason', 'George Westcott')",,,,
,"('Robert Wansor', 'Robert McCarthy')",,,,
,"('Fred Heisler', 'Ken Fogerty')",,,,
,"('Jeffrey Blanchard', 'Ed Stratton')",,,,
,"('Linda Olin', 'John Conrad')",,,,
,"('Nicole Dillingham', 'Irmin Mody')",,,,
,"('Peter Flanagan', 'Thomas Libous')",,,,
,"('Shane Butler', 'Thomas Grace')",,,,
,"('Wilma Subra', 'Adrian Kuzminski')",,,,
,"('Tom Ives', 'James Maddalone')",,,,
,"('Ryan Holbrook', 'Robert McCarthy')",,,,
,"('Ellen Harrington', 'Joseph Zaczek')",,,,
,"('Ryan Holbrook', 'Dennis Holbrook')",,,,
,"('Peter Flanagan', 'Florence Doller')",,,,
,"('Thomas Grace', 'Bradd Vickers')",,,,
,"('Ryan Holbrook', 'Therese Myers')",,,,
,"('Irmin Mody', 'Paul Hamilton')",,,,
,"('Bob Thomas', 'Jerry Kreiner')",,,,
,"('Peter Mason', 'Donna Jones')",,,,
,"('Robert Wansor', 'Todd Paternoster')",,,,
,"('Bob Thomas', 'Robert McCarthy')",,,,
,"('Fred Heisler', 'Steve Harris')",,,,
,"('Peter Flanagan', 'Robert Wansor')",,,,
,"('Jeffrey Blanchard', 'Michael Bernhardt')",,,,
,"('Michael Bernhardt', 'Jeff Webb')",,,,
,"('David Paterson', 'Dennis Holbrook')",,,,
,"('Wilma Subra', 'Ken Fogerty')",,,,
,"('John Lawrence', 'Therese Myers')",,,,
,"('Brian Conover', 'Thomas Turner')",,,,
,"('Dennis Holbrook', 'Marcas Flindt')",,,,
,"('Peter Flanagan', 'James McNeil')",,,,
,"('David Dunckel', 'Ken Smith')",,,,
,"('Rex Thorton', 'Ed Stratton')",,,,
,"('Kelly Branigan', 'Carol Robinson')",,,,
,"('Jack Cook', 'Evan Williams')",,,,
,"('Robert Evans', 'James Little')",,,,
,"('John Lawrence', 'Carl Ivarson')",,,,
,"('Drew Piaschyk', 'Barbara Odell')",,,,
,"('Peter Flanagan', 'David Dunckel')",,,,
,"('Glenn Hubbell', 'Jonathan Dunckel')",,,,
,"('Jerry Kreiner', 'Steve Harris')",,,,
,"('John Schaeffer', 'Irmin Mody')",,,,
,"('Brian Conover', 'Richard Schlag')",,,,
,"('Wayne Outwater', 'Bradd Vickers')",,,,
,"('Robert McCarthy', 'Florence Doller')",,,,
,"('Wilma Subra', 'Robert Wansor')",,,,
,"('Ken Fogerty', 'Marcas Flindt')",,,,
,"('Donna Jones', 'Lou Allstadt')",,,,
,"('James Little', 'Todd Paternoster')",,,,
,"('Glenn Hubbell', 'David DeClue')",,,,
,"('Ryan Holbrook', 'Robert Evans')",,,,
,"('Clifford Crouch', 'Calvin Tillman')",,,,
,"('Ryan Holbrook', 'Richard Downey')",,,,
,"('Michael Bernhardt', 'Bradd Vickers')",,,,
,"('Dennis Brown', 'Ken Fogerty')",,,,
,"('Bryant LaTourette', 'Charles Mastro')",,,,
,"('Peter Flanagan', 'Jonathan Dunckel')",,,,
,"('Jonathan Dunckel', 'David Law')",,,,
,"('Shane Butler', 'Marcas Flindt')",,,,
,"('James Little', 'Glenn Hubbell')",,,,
,"('Tom Ives', 'Todd Paternoster')",,,,
,"('Michael Bernhardt', 'Joseph Zaczek')",,,,
,"('Jeff Webb', 'Florence Doller')",,,,
,"('Linda Olin', 'Robert Jeffrey')",,,,
,"('Shane Butler', 'Florence Doller')",,,,
,"('Wilma Subra', 'Paul Hamilton')",,,,
,"('Carol Robinson', 'Brian Conover')",,,,
,"('John Schaeffer', 'Jerry Kreiner')",,,,
,"('Wayne Outwater', 'John Conrad')",,,,
,"('Irmin Mody', 'Charles Mastro')",,,,
,"('Donna Jones', 'Steven Palmatier')",,,,
,"('Steven Palmatier', 'Paul Hamilton')",,,,
,"('Kenneth Barton', 'David DeClue')",,,,
,"('Brian Conover', 'Paul Hamilton')",,,,
,"('Rex Thorton', 'Carol Ralbag')",,,,
,"('Jeffrey Blanchard', 'Charles Mastro')",,,,
,"('Drew Piaschyk', 'Andrew Cuomo')",,,,
,"('John Schaeffer', 'Lou Allstadt')",,,,
,"('Peter Mason', 'Richard Schlag')",,,,
,"('Drew Piaschyk', 'David Paterson')",,,,
,"('Ken Smith', 'David Law')",,,,
,"('Peter Flanagan', 'George Seneck')",,,,
,"('Barb Roberts', 'Steven Palmatier')",,,,
,"('Eric Wilson', 'Thomas Libous')",,,,
,"('Nicole Dillingham', 'Evan Williams')",,,,
,"('Robert Evans', 'Scott Kurkowski')",,,,
,"('Therese Myers', 'Irmin Mody')",,,,
,"('James McNeil', 'Marcas Flindt')",,,,
,"('Peter Cordes', 'Rena Doing')",,,,
,"('Michael Miles', 'Thomas Grace')",,,,
,"('George Seneck', 'Terry Stark')",,,,
,"('Peter Flanagan', 'Lou Allstadt')",,,,
,"('David Paterson', 'Pete Grannis')",,,,
,"('Peter Cordes', 'Rob DeClue')",,,,
,"('Kenneth Barton', 'Bradd Vickers')",,,,
,"('Linda Olin', 'Dennis Holbrook')",,,,
,"('Tom Ives', 'Terry Stark')",,,,
,"('Linda Olin', 'Jerry Kreiner')",,,,
,"('Michael Miles', 'Robert McCarthy')",,,,
,"('Glenn Hubbell', 'Thomas Libous')",,,,
,"('Jeffrey Blanchard', 'Pete Grannis')",,,,
,"('John Schaeffer', 'Steven Palmatier')",,,,
,"('Lou Allstadt', 'Ross Iannello')",,,,
,"('James Northrup', 'Steve Harris')",,,,
,"('Jack Cook', 'George Westcott')",,,,
,"('Shane Butler', 'George Westcott')",,,,
,"('Bryant LaTourette', 'Todd Paternoster')",,,,
,"('Drew Piaschyk', 'Jonathan Dunckel')",,,,
,"('Glenn Hubbell', 'Dennis Holbrook')",,,,
,"('Thomas Turner', 'Terry Stark')",,,,
,"('John Lawrence', 'Steve Harris')",,,,
,"('Kenneth Barton', 'Therese Myers')",,,,
,"('Barb Roberts', 'Dennis Holbrook')",,,,
,"('Barb Roberts', 'Richard Schlag')",,,,
,"('Eric Wilson', 'Clifford Crouch')",,,,
,"('Ryan Holbrook', 'Andrew Cuomo')",,,,
,"('Shane Butler', 'Richard Downey')",,,,
,"('John Lawrence', 'David Dunckel')",,,,
,"('Lester Sittler', 'John Conrad')",,,,
,"('Michael Bernhardt', 'David DeClue')",,,,
,"('Donna Jones', 'Calvin Tillman')",,,,
,"('James Northrup', 'Ken Fogerty')",,,,
,"('Thomas Grace', 'Calvin Tillman')",,,,
,"('David DeClue', 'Patricia Wakefield')",,,,
,"('Thomas Grace', 'Pete Grannis')",,,,
,"('Calvin Tillman', 'Laurie Buckmaster')",,,,
,"('James Northrup', 'David DeClue')",,,,
,"('John Schaeffer', 'Brian Conover')",,,,
,"('Marcas Flindt', 'Todd Paternoster')",,,,
,"('James Northrup', 'Ross Iannello')",,,,
,"('Robert Jeffrey', 'Ross Iannello')",,,,
,"('Wilma Subra', 'Steven Palmatier')",,,,
,"('Kelly Branigan', 'Carol Ralbag')",,,,
,"('John Lawrence', 'Bradd Vickers')",,,,
,"('George Westcott', 'Joseph Zaczek')",,,,
,"('Michael Bernhardt', 'James McNeil')",,,,
,"('Wayne Outwater', 'Rob DeClue')",,,,
,"('Laurie Buckmaster', 'Patricia Wakefield')",,,,
,"('Rena Doing', 'Jack Cook')",,,,
,"('Bryant LaTourette', 'Florence Doller')",,,,
,"('Rex Thorton', 'Tom Ives')",,,,
,"('Scott Kurkowski', 'Tom Ives')",,,,
,"('Donna Jones', 'Thomas Grace')",,,,
,"('Kelly Branigan', 'Barb Roberts')",,,,
,"('Clifford Crouch', 'Steven Palmatier')",,,,
,"('Nicole Dillingham', 'Richard Schlag')",,,,
,"('Rena Doing', 'Dennis Holbrook')",,,,
,"('Adrian Kuzminski', 'Jonathan Dunckel')",,,,
,"('James Northrup', 'Todd Paternoster')",,,,
,"('Rex Thorton', 'Jeffrey Blanchard')",,,,
,"('Donna Jones', 'Jonathan Dunckel')",,,,
,"('Andrew Cuomo', 'Robert McCarthy')",,,,
,"('Peter Flanagan', 'Pete Grannis')",,,,
,"('Eric Wilson', 'Shane Butler')",,,,
,"('Carol Robinson', 'James Northrup')",,,,
,"('Jerry Kreiner', 'Patricia Wakefield')",,,,
,"('John Lawrence', 'Todd Paternoster')",,,,
,"('Clifford Crouch', 'Steve Harris')",,,,
,"('Fred Heisler', 'David DeClue')",,,,
,"('Tim Whitesell', 'Florence Doller')",,,,
,"('James McNeil', 'Ellen Harrington')",,,,
,"('George Seneck', 'Richard Schlag')",,,,
,"('Jeffrey Blanchard', 'Ken Smith')",,,,
,"('Peter Flanagan', 'Peter Cordes')",,,,
,"('Ryan Holbrook', 'Barbara Odell')",,,,
,"('Robert Wansor', 'Barbara Odell')",,,,
,"('Ken Smith', 'Todd Paternoster')",,,,
,"('Adrian Kuzminski', 'Pete Grannis')",,,,
,"('Bob Thomas', 'David Paterson')",,,,
,"('Thomas Turner', 'Jonathan Dunckel')",,,,
,"('Ryan Holbrook', 'David Law')",,,,
,"('Carl Ivarson', 'Calvin Tillman')",,,,
,"('Kenneth Barton', 'Lawrence Wilcox')",,,,
,"('David Paterson', 'Barbara Odell')",,,,
,"('Bradd Vickers', 'James Northrup')",,,,
,"('Carol Robinson', 'Jack Cook')",,,,
,"('Terry Stark', 'David Law')",,,,
,"('Thomas Turner', 'James McNeil')",,,,
,"('James Northrup', 'Florence Doller')",,,,
,"('Thomas Turner', 'James Northrup')",,,,
,"('Peter Mason', 'Glenn Hubbell')",,,,
,"('Ryan Holbrook', 'Fred Heisler')",,,,
,"('Barbara Odell', 'Marcas Flindt')",,,,
,"('Wayne Outwater', 'Evan Williams')",,,,
,"('Wayne Outwater', 'James Bays')",,,,
,"('Fred Heisler', 'Andrew Cuomo')",,,,
,"('Andrew Cuomo', 'Marcas Flindt')",,,,
,"('Calvin Tillman', 'Jonathan Dunckel')",,,,
,"('Bradd Vickers', 'Marcas Flindt')",,,,
,"('James McNeil', 'Steven Palmatier')",,,,
,"('John Lawrence', 'Donna Jones')",,,,
,"('Michael Miles', 'David DeClue')",,,,
,"('Bradd Vickers', 'Tim Whitesell')",,,,
,"('Drew Piaschyk', 'Dennis Holbrook')",,,,
,"('Ryan Holbrook', 'Ed Stratton')",,,,
,"('John Schaeffer', 'Peter Cordes')",,,,
,"('Bob Thomas', 'Tim Whitesell')",,,,
,"('Barbara Odell', 'Tim Whitesell')",,,,
,"('Tim Whitesell', 'Ross Iannello')",,,,
,"('Dennis Brown', 'Clifford Crouch')",,,,
,"('Thomas Turner', 'James Maddalone')",,,,
,"('Brian Conover', 'Richard Downey')",,,,
,"('Terry Stark', 'Jeff Webb')",,,,
,"('Wayne Outwater', 'Wilma Subra')",,,,
,"('Donna Jones', 'Thomas Turner')",,,,
,"('Barb Roberts', 'Tim Whitesell')",,,,
,"('Carol Robinson', 'Pete Grannis')",,,,
,"('Therese Myers', 'Laurie Buckmaster')",,,,
,"('Nicole Dillingham', 'Calvin Tillman')",,,,
,"('Peter Flanagan', 'Patricia Wakefield')",,,,
,"('Rena Doing', 'Ed Stratton')",,,,
,"('Lester Sittler', 'Todd Paternoster')",,,,
,"('Robert Evans', 'James McNeil')",,,,
,"('Jack Cook', 'James Northrup')",,,,
,"('Linda Olin', 'Ross Iannello')",,,,
,"('James Little', 'Carl Ivarson')",,,,
,"('Eric Wilson', 'Rex Thorton')",,,,
,"('Terry Stark', 'Jonathan Dunckel')",,,,
,"('Drew Piaschyk', 'George Seneck')",,,,
,"('Ryan Holbrook', 'Todd Paternoster')",,,,
,"('John Lawrence', 'Evan Williams')",,,,
,"('Bradd Vickers', 'James Bays')",,,,
,"('Rob DeClue', 'Carol Ralbag')",,,,
,"('Lawrence Wilcox', 'Dennis Holbrook')",,,,
,"('Peter Mason', 'Pete Grannis')",,,,
,"('Thomas Turner', 'James Bays')",,,,
,"('Tom Ives', 'James Northrup')",,,,
,"('Michael Miles', 'Thomas Libous')",,,,
,"('Rena Doing', 'Linda Olin')",,,,
,"('Ken Fogerty', 'Steve Harris')",,,,
,"('Rob DeClue', 'Marcas Flindt')",,,,
,"('Peter Mason', 'Nicole Dillingham')",,,,
,"('Eric Wilson', 'Lawrence Wilcox')",,,,
,"('Kelly Branigan', 'James Little')",,,,
,"('Thomas Grace', 'Lester Sittler')",,,,
,"('Arrington Canor', 'Jeff Webb')",,,,
,"('Andrew Cuomo', 'David Paterson')",,,,
,"('John Conrad', 'Arrington Canor')",,,,
,"('George Westcott', 'Ross Iannello')",,,,
,"('Fred Heisler', 'Jeff Webb')",,,,
,"('Therese Myers', 'Ken Fogerty')",,,,
,"('Robert Wansor', 'David Dunckel')",,,,
,"('Kenneth Barton', 'Steve Harris')",,,,
,"('Nicole Dillingham', 'Dennis Holbrook')",,,,
,"('Carl Ivarson', 'Thomas Turner')",,,,
,"('Carl Ivarson', 'James McNeil')",,,,
,"('James Little', 'Jerry Kreiner')",,,,
,"('Jonathan Dunckel', 'Marcas Flindt')",,,,
,"('Rena Doing', 'Clifford Crouch')",,,,
,"('Ken Smith', 'Ellen Harrington')",,,,
,"('Terry Stark', 'Todd Paternoster')",,,,
,"('Bob Thomas', 'John Schaeffer')",,,,
,"('Bryant LaTourette', 'Barb Roberts')",,,,
,"('Michael Miles', 'Jerry Kreiner')",,,,
,"('Donna Jones', 'Fred Heisler')",,,,
,"('Jack Cook', 'Barb Roberts')",,,,
,"('Ken Fogerty', 'Ross Iannello')",,,,
,"('Nicole Dillingham', 'Lawrence Wilcox')",,,,
,"('Jack Cook', 'Thomas Libous')",,,,
,"('George Seneck', 'Kenneth Barton')",,,,
,"('Nicole Dillingham', 'Paul Hamilton')",,,,
,"('Linda Olin', 'Jack Cook')",,,,
,"('Fred Heisler', 'Linda Olin')",,,,
,"('Gary Simpson', 'Florence Doller')",,,,
,"('John Schaeffer', 'Carol Ralbag')",,,,
,"('Andrew Cuomo', 'Jerry Kreiner')",,,,
,"('Glenn Hubbell', 'Barbara Odell')",,,,
,"('Florence Doller', 'David Law')",,,,
,"('Michael Miles', 'Jeff Webb')",,,,
,"('Eric Wilson', 'Dolores Nabinger')",,,,
,"('James McNeil', 'Jeff Webb')",,,,
,"('Irmin Mody', 'Ken Fogerty')",,,,
,"('Carl Ivarson', 'Steve Harris')",,,,
,"('Andrew Cuomo', 'Carol Ralbag')",,,,
,"('Clifford Crouch', 'James Bays')",,,,
,"('Gary Simpson', 'Jack Cook')",,,,
,"('David Dunckel', 'Ed Stratton')",,,,
,"('Jeffrey Blanchard', 'Andrew Cuomo')",,,,
,"('John Schaeffer', 'Clifford Crouch')",,,,
,"('Therese Myers', 'David Paterson')",,,,
,"('Donna Jones', 'Marcas Flindt')",,,,
,"('Robert Wansor', 'Marcas Flindt')",,,,
,"('Wayne Outwater', 'Todd Paternoster')",,,,
,"('Robert Wansor', 'James Maddalone')",,,,
,"('Jeffrey Blanchard', 'Lawrence Wilcox')",,,,
,"('Lester Sittler', 'Charles Mastro')",,,,
,"('Robert Wansor', 'Steven Palmatier')",,,,
,"('Dennis Holbrook', 'Todd Paternoster')",,,,
,"('Jeffrey Blanchard', 'George Westcott')",,,,
,"('Arrington Canor', 'Tom Ives')",,,,
,"('Tom Ives', 'Jeff Webb')",,,,
,"('Glenn Hubbell', 'Carl Ivarson')",,,,
,"('Dennis Brown', 'Lawrence Wilcox')",,,,
,"('Thomas Turner', 'Jeff Webb')",,,,
,"('Kelly Branigan', 'Jack Cook')",,,,
,"('Rex Thorton', 'Richard Schlag')",,,,
,"('Thomas Grace', 'Andrew Cuomo')",,,,
,"('Fred Heisler', 'Calvin Tillman')",,,,
,"('Richard Downey', 'Ross Iannello')",,,,
,"('Drew Piaschyk', 'Fred Heisler')",,,,
,"('Gary Simpson', 'Robert Jeffrey')",,,,
,"('John Lawrence', 'Adrian Kuzminski')",,,,
,"('Thomas Grace', 'Barb Roberts')",,,,
,"('Bryant LaTourette', 'Jeffrey Blanchard')",,,,
,"('George Seneck', 'Rex Thorton')",,,,
,"('Ryan Holbrook', 'Wayne Outwater')",,,,
,"('Thomas Turner', 'Joseph Zaczek')",,,,
,"('Fred Heisler', 'Rob DeClue')",,,,
,"('Adrian Kuzminski', 'Dennis Holbrook')",,,,
,"('Robert Evans', 'Steve Harris')",,,,
,"('Kelly Branigan', 'David Law')",,,,
,"('Robert Wansor', 'Carl Ivarson')",,,,
,"('Kelly Branigan', 'Laurie Buckmaster')",,,,
,"('Robert Wansor', 'Dennis Holbrook')",,,,
,"('Eric Wilson', 'John Schaeffer')",,,,
,"('Carol Ralbag', 'George Westcott')",,,,
,"('Glenn Hubbell', 'Barb Roberts')",,,,
,"('Peter Flanagan', 'Steve Harris')",,,,
,"('Eric Wilson', 'Rena Doing')",,,,
,"('Rex Thorton', 'David DeClue')",,,,
,"('Lou Allstadt', 'Dennis Brown')",,,,
,"('Glenn Hubbell', 'Pete Grannis')",,,,
,"('Rex Thorton', 'Jeff Webb')",,,,
,"('Rex Thorton', 'Thomas Libous')",,,,
,"('Bob Thomas', 'James Northrup')",,,,
,"('Peter Cordes', 'Thomas Libous')",,,,
,"('Carol Robinson', 'Barb Roberts')",,,,
,"('Terry Stark', 'Barbara Odell')",,,,
,"('Brian Conover', 'Tim Whitesell')",,,,
,"('Ross Iannello', 'Todd Paternoster')",,,,
,"('Jeffrey Blanchard', 'Joseph Zaczek')",,,,
,"('Lawrence Wilcox', 'Calvin Tillman')",,,,
,"('Thomas Grace', 'James Maddalone')",,,,
,"('Irmin Mody', 'Thomas Turner')",,,,
,"('Ed Stratton', 'Jeff Webb')",,,,
,"('Dennis Brown', 'Robert McCarthy')",,,,
,"('Scott Kurkowski', 'James Northrup')",,,,
,"('Kenneth Barton', 'Charles Mastro')",,,,
,"('Shane Butler', 'Lou Allstadt')",,,,
,"('Wayne Outwater', 'Charles Mastro')",,,,
,"('Gary Simpson', 'Robert Wansor')",,,,
,"('Calvin Tillman', 'Ken Fogerty')",,,,
,"('James Little', 'Carol Robinson')",,,,
,"('Evan Williams', 'Pete Grannis')",,,,
,"('Gary Simpson', 'Carol Ralbag')",,,,
,"('Ellen Harrington', 'Dolores Nabinger')",,,,
,"('Robert Jeffrey', 'Barbara Odell')",,,,
,"('Peter Flanagan', 'Richard Downey')",,,,
,"('Wayne Outwater', 'Carol Robinson')",,,,
,"('James Little', 'Linda Olin')",,,,
,"('Lester Sittler', 'Pete Grannis')",,,,
