AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Richard Wheatley', 'Scott Kurkoski')",,,,
,"('Mark Sexton', 'Robert Williams')",,,,
,"('Chris Denton', 'Scott Kurkoski')",,,,
,"('Tim Whitesell', 'Richard Lasky')",,,,
,"('Marchie Diffindorf', 'Loretta Sullivan')",,,,
,"('Bijoy Datta', 'Charles Lampman')",,,,
,"('Joseph Sluzar', 'Robert Williams')",,,,
,"('Don Zaengle', 'Ed Griffith')",,,,
,"('Chris Denton', 'Steve Flagg')",,,,
,"('Thomas West', 'Dave Dibble')",,,,
,"('Dave Dibble', 'Ron Keibel')",,,,
,"('Chris Denton', 'Thomas West')",,,,
,"('Christopher Ruston', 'Brenda Boyce')",,,,
,"('Steve Flagg', 'Rodney Waller')",,,,
,"('Jim Worden', 'Dewey Decker')",,,,
,"('Richard Wheatley', 'Helen Lampman')",,,,
,"('Sue Lisk', 'Terry EnGelder')",,,,
,"('Christopher Ruston', 'Ron Brink')",,,,
,"('Joseph Sluzar', 'Vaughn Vennerberg')",,,,
,"('Thomas West', 'Margaret Goodfellow')",,,,
,"('Marchie Diffindorf', 'Andy Leahy')",,,,
,"('Thomas West', 'Don Boyce')",,,,
,"('Joseph Sluzar', 'Michelle Duffy')",,,,
,"('Jeremy Wheeler', 'Richard Wheatley')",,,,
,"('Jeff Decker', 'Dave Dibble')",,,,
,"('Margaret Goodfellow', 'Brian Grove')",,,,
,"('Dan Fitzsimmons', 'Ron Keibel')",,,,
,"('Sue Lisk', 'Charles Lampman')",,,,
,"('Steve Flagg', 'Richard Lasky')",,,,
,"('Glen Winsor', 'Loretta Sullivan')",,,,
,"('Don Zaengle', 'Robert Williams')",,,,
,"('Sue Lisk', 'Tim Whitesell')",,,,
,"('Chris Denton', 'Don Zaengle')",,,,
,"('Jim Worden', 'Marchie Diffindorf')",,,,
,"('Terry EnGelder', 'Vaughn Vennerberg')",,,,
,"('Jeremy Wheeler', 'Steve Szczepanski')",,,,
,"('Steve Flagg', 'Dewey Decker')",,,,
,"('Jim Worden', 'Don Boyce')",,,,
,"('Glen Winsor', 'Michelle Duffy')",,,,
,"('Steven Sullivan', 'Don Boyce')",,,,
,"('Richard Wheatley', 'Edward Mosher')",,,,
,"('Chris Denton', 'Tim Whitesell')",,,,
,"('Brenda Boyce', 'Andy Leahy')",,,,
,"('Mark Sexton', 'Barbara Fiala')",,,,
,"('Jeff Decker', 'Ed Griffith')",,,,
,"('Richard Lasky', 'Richard Gerard')",,,,
,"('Don Boyce', 'Michelle Duffy')",,,,
,"('Steve Szczepanski', 'Michelle Duffy')",,,,
,"('Christopher Ruston', 'Jeremy Wheeler')",,,,
,"('Richard Gerard', 'Brian Grove')",,,,
,"('Jeff Decker', 'Ron Brink')",,,,
,"('Mark Sexton', 'Bijoy Datta')",,,,
,"('Mark Sorochinsky', 'Michelle Duffy')",,,,
,"('Gary Lash', 'Steve Szczepanski')",,,,
,"('Glen Winsor', 'Robert Williams')",,,,
,"('Robert Jones', 'Charles Lampman')",,,,
,"('Barbara Fiala', 'Michelle Duffy')",,,,
,"('Chris Denton', 'Terry EnGelder')",,,,
,"('Jeff Decker', 'Brenda Boyce')",,,,
,"('Bijoy Datta', 'Robert Williams')",,,,
,"('Steve Flagg', 'Steve Szczepanski')",,,,
,"('Gary Lash', 'Andy Leahy')",,,,
,"('Joseph Sluzar', 'Edward Mosher')",,,,
,"('Sue Lisk', 'Loretta Sullivan')",,,,
,"('Gary Lash', 'Dewey Decker')",,,,
,"('Mark Sexton', 'David Guy')",,,,
,"('Steve Flagg', 'Brenda Boyce')",,,,
,"('Jeff Decker', 'Christopher Ruston')",,,,
,"('Dave Dibble', 'Richard Wheatley')",,,,
,"('Marchie Diffindorf', 'Brian Grove')",,,,
,"('Barbara Fiala', 'Nicole Gwardyak')",,,,
,"('Mark Sexton', 'Christopher Ruston')",,,,
,"('Margaret Goodfellow', 'Charles Lampman')",,,,
,"('Barbara Fiala', 'Robert Williams')",,,,
,"('Thomas West', 'Robert Wedlake')",,,,
,"('Jackie Root', 'Dewey Decker')",,,,
,"('Vaughn Vennerberg', 'Scott Kurkoski')",,,,
,"('Christopher Ruston', 'Robert Wedlake')",,,,
,"('Scott Kurkoski', 'Edward Mosher')",,,,
,"('Carrie Czebiniak', 'Don Boyce')",,,,
,"('Steven Sullivan', 'Vaughn Vennerberg')",,,,
,"('Jackie Root', 'Mark Sorochinsky')",,,,
,"('Chris Denton', 'Nicole Gwardyak')",,,,
,"('Dave Dibble', 'Edward Mosher')",,,,
,"('Robert Wedlake', 'Marchie Diffindorf')",,,,
,"('Jim Worden', 'Andy Leahy')",,,,
,"('Chris Denton', 'Richard Gerard')",,,,
,"('Steve Flagg', 'Robert Wedlake')",,,,
,"('Margaret Goodfellow', 'David Guy')",,,,
,"('Robert Jones', 'Edward Mosher')",,,,
,"('Edward Mosher', 'Rodney Waller')",,,,
,"('Vaughn Vennerberg', 'Helen Lampman')",,,,
,"('Jim Worden', 'Steve Szczepanski')",,,,
,"('Steve Flagg', 'Marchie Diffindorf')",,,,
,"('Whitney Marvin', 'Robert Wedlake')",,,,
,"('Glen Winsor', 'Dave Dibble')",,,,
,"('David Guy', 'Richard Wheatley')",,,,
,"('Robert Wedlake', 'Don Zaengle')",,,,
,"('Glen Winsor', 'Brenda Boyce')",,,,
,"('Terry EnGelder', 'Brenda Boyce')",,,,
,"('Brenda Boyce', 'Ed Griffith')",,,,
,"('Jeff Decker', 'David Guy')",,,,
,"('Jeff Decker', 'Mark Sorochinsky')",,,,
,"('Christopher Ruston', 'Ed Griffith')",,,,
,"('Marchie Diffindorf', 'Scott Kurkoski')",,,,
,"('Richard Lasky', 'Edward Mosher')",,,,
,"('Don Zaengle', 'Richard Gerard')",,,,
,"('Mark Sexton', 'Vaughn Vennerberg')",,,,
,"('Sue Lisk', 'Brian Grove')",,,,
,"('Dan Fitzsimmons', 'Steve Flagg')",,,,
,"('Glen Winsor', 'Dewey Decker')",,,,
,"('Jim Worden', 'Loretta Sullivan')",,,,
,"('Joseph Sluzar', 'Brenda Boyce')",,,,
,"('Steven Sullivan', 'Gary Lash')",,,,
,"('Brenda Boyce', 'Ron Keibel')",,,,
,"('Dan Fitzsimmons', 'Nicole Gwardyak')",,,,
,"('Robert Wedlake', 'Brenda Boyce')",,,,
,"('Gary Lash', 'Don Zaengle')",,,,
,"('Jackie Root', 'Dave Dibble')",,,,
,"('Steve Szczepanski', 'Dewey Decker')",,,,
,"('Glen Winsor', 'David Guy')",,,,
,"('Joseph Sluzar', 'Whitney Marvin')",,,,
,"('Steve Flagg', 'Brian Grove')",,,,
,"('Barbara Fiala', 'Terry EnGelder')",,,,
,"('Joseph Sluzar', 'Ron Keibel')",,,,
,"('Charles Lampman', 'Don Boyce')",,,,
,"('Steven Sullivan', 'Edward Mosher')",,,,
,"('Margaret Goodfellow', 'Vaughn Vennerberg')",,,,
,"('Barbara Fiala', 'Dewey Decker')",,,,
,"('Brenda Boyce', 'Jeremy Wheeler')",,,,
,"('Robert Williams', 'Sue Lisk')",,,,
,"('Barbara Fiala', 'Sue Lisk')",,,,
,"('Dewey Decker', 'Brian Grove')",,,,
,"('Glen Winsor', 'Marchie Diffindorf')",,,,
,"('Steven Sullivan', 'Nicole Gwardyak')",,,,
,"('Don Zaengle', 'Helen Lampman')",,,,
,"('Robert Williams', 'Terry EnGelder')",,,,
,"('Ron Keibel', 'Don Boyce')",,,,
,"('Glen Winsor', 'Helen Lampman')",,,,
,"('Ron Keibel', 'Michelle Duffy')",,,,
,"('Chris Denton', 'Jeremy Wheeler')",,,,
,"('Steven Sullivan', 'Steve Flagg')",,,,
,"('Bijoy Datta', 'Marchie Diffindorf')",,,,
,"('Jackie Root', 'Steve Szczepanski')",,,,
,"('Richard Lasky', 'Vaughn Vennerberg')",,,,
,"('Richard Gerard', 'Rodney Waller')",,,,
,"('Mark Sexton', 'Brian Grove')",,,,
,"('Jeff Decker', 'Charles Lampman')",,,,
,"('Gary Lash', 'Edward Mosher')",,,,
,"('Marchie Diffindorf', 'Dewey Decker')",,,,
,"('David Guy', 'Ed Griffith')",,,,
,"('Nick Schoonover', 'Richard Wheatley')",,,,
,"('Nick Schoonover', 'Dave Dibble')",,,,
,"('Dave Dibble', 'Brian Grove')",,,,
,"('Joseph Sluzar', 'Dewey Decker')",,,,
,"('Jeff Decker', 'Ron Keibel')",,,,
,"('Whitney Marvin', 'Nicole Gwardyak')",,,,
,"('Andy Leahy', 'Michelle Duffy')",,,,
,"('Nick Schoonover', 'Steve Szczepanski')",,,,
,"('Whitney Marvin', 'Barbara Fiala')",,,,
,"('Jim Worden', 'Scott Kurkoski')",,,,
,"('Carrie Czebiniak', 'Vaughn Vennerberg')",,,,
,"('Steven Sullivan', 'Charles Lampman')",,,,
,"('Nick Schoonover', 'Don Boyce')",,,,
,"('Nick Schoonover', 'Edward Mosher')",,,,
,"('Tim Whitesell', 'Ron Keibel')",,,,
,"('Loretta Sullivan', 'Mark Sorochinsky')",,,,
,"('Jim Worden', 'Richard Gerard')",,,,
,"('Don Boyce', 'Rodney Waller')",,,,
,"('Barbara Fiala', 'Nick Schoonover')",,,,
,"('Jeff Decker', 'Vaughn Vennerberg')",,,,
,"('Brenda Boyce', 'Mark Sorochinsky')",,,,
,"('Margaret Goodfellow', 'Edward Mosher')",,,,
,"('Mark Sexton', 'Loretta Sullivan')",,,,
,"('Christopher Ruston', 'Richard Gerard')",,,,
,"('Marchie Diffindorf', 'Steve Szczepanski')",,,,
,"('Steve Flagg', 'Mark Sorochinsky')",,,,
,"('Thomas West', 'Richard Gerard')",,,,
,"('Marchie Diffindorf', 'Rodney Waller')",,,,
,"('Jackie Root', 'Brian Grove')",,,,
,"('Tim Whitesell', 'Steve Szczepanski')",,,,
,"('Bijoy Datta', 'Don Zaengle')",,,,
,"('Joseph Sluzar', 'Jeremy Wheeler')",,,,
,"('Glen Winsor', 'Don Zaengle')",,,,
,"('Tim Whitesell', 'Don Boyce')",,,,
,"('Glen Winsor', 'Barbara Fiala')",,,,
,"('Don Zaengle', 'Dewey Decker')",,,,
,"('Charles Lampman', 'Mark Sorochinsky')",,,,
,"('Steve Flagg', 'Vaughn Vennerberg')",,,,
,"('Marchie Diffindorf', 'Richard Wheatley')",,,,
,"('Chris Denton', 'Ed Griffith')",,,,
,"('Christopher Ruston', 'Steve Szczepanski')",,,,
,"('Barbara Fiala', 'Robert Jones')",,,,
,"('Richard Gerard', 'Michelle Duffy')",,,,
,"('Don Boyce', 'Ron Brink')",,,,
,"('Robert Wedlake', 'Michelle Duffy')",,,,
,"('Jackie Root', 'Chris Denton')",,,,
,"('Thomas West', 'Richard Lasky')",,,,
,"('Sue Lisk', 'Rodney Waller')",,,,
,"('Brenda Boyce', 'Scott Kurkoski')",,,,
,"('Charles Lampman', 'Vaughn Vennerberg')",,,,
,"('Tim Whitesell', 'Richard Gerard')",,,,
,"('Whitney Marvin', 'Steve Szczepanski')",,,,
,"('Steve Flagg', 'Joseph Sluzar')",,,,
,"('Carrie Czebiniak', 'Charles Lampman')",,,,
,"('Nick Schoonover', 'Vaughn Vennerberg')",,,,
,"('Dan Fitzsimmons', 'Marchie Diffindorf')",,,,
,"('Ron Keibel', 'Dewey Decker')",,,,
,"('Thomas West', 'Nicole Gwardyak')",,,,
,"('Andy Leahy', 'Ron Brink')",,,,
,"('Jeremy Wheeler', 'Marchie Diffindorf')",,,,
,"('Barbara Fiala', 'Thomas West')",,,,
,"('Robert Wedlake', 'Robert Williams')",,,,
,"('Helen Lampman', 'Michelle Duffy')",,,,
,"('Dave Dibble', 'Loretta Sullivan')",,,,
,"('Whitney Marvin', 'Tim Whitesell')",,,,
,"('Gary Lash', 'Dave Dibble')",,,,
,"('Gary Lash', 'Rodney Waller')",,,,
,"('Brenda Boyce', 'Vaughn Vennerberg')",,,,
,"('Jeff Decker', 'Chris Denton')",,,,
,"('Steven Sullivan', 'Terry EnGelder')",,,,
,"('Thomas West', 'Helen Lampman')",,,,
,"('Richard Wheatley', 'Ron Brink')",,,,
,"('Loretta Sullivan', 'Vaughn Vennerberg')",,,,
,"('Whitney Marvin', 'Sue Lisk')",,,,
,"('Bijoy Datta', 'Ron Brink')",,,,
,"('Andy Leahy', 'Dewey Decker')",,,,
,"('Nicole Gwardyak', 'Edward Mosher')",,,,
,"('Glen Winsor', 'Steve Szczepanski')",,,,
,"('Jeff Decker', 'Richard Wheatley')",,,,
,"('Jeff Decker', 'Steve Flagg')",,,,
,"('Don Zaengle', 'Loretta Sullivan')",,,,
,"('Jeremy Wheeler', 'Dewey Decker')",,,,
,"('Whitney Marvin', 'Terry EnGelder')",,,,
,"('Jeff Decker', 'Scott Kurkoski')",,,,
,"('Steve Flagg', 'Ron Brink')",,,,
,"('Robert Williams', 'Mark Sorochinsky')",,,,
,"('Steven Sullivan', 'Tim Whitesell')",,,,
,"('Richard Gerard', 'Richard Wheatley')",,,,
,"('Dewey Decker', 'Rodney Waller')",,,,
,"('Dewey Decker', 'Ron Brink')",,,,
,"('Jim Worden', 'Margaret Goodfellow')",,,,
,"('Chris Denton', 'Andy Leahy')",,,,
,"('Robert Jones', 'Marchie Diffindorf')",,,,
,"('Mark Sexton', 'Robert Wedlake')",,,,
,"('Charles Lampman', 'Edward Mosher')",,,,
,"('Ron Brink', 'Rodney Waller')",,,,
,"('Steve Flagg', 'Richard Wheatley')",,,,
,"('Dewey Decker', 'Richard Wheatley')",,,,
,"('Dan Fitzsimmons', 'Margaret Goodfellow')",,,,
,"('Glen Winsor', 'Jackie Root')",,,,
,"('Gary Lash', 'Richard Wheatley')",,,,
,"('Gary Lash', 'Sue Lisk')",,,,
,"('Jeff Decker', 'Dewey Decker')",,,,
,"('Mark Sexton', 'Jackie Root')",,,,
,"('Robert Jones', 'Michelle Duffy')",,,,
,"('Nicole Gwardyak', 'Rodney Waller')",,,,
,"('Terry EnGelder', 'Dave Dibble')",,,,
,"('Ron Keibel', 'Rodney Waller')",,,,
,"('Jackie Root', 'David Guy')",,,,
,"('Jim Worden', 'Ron Keibel')",,,,
,"('David Guy', 'Brenda Boyce')",,,,
,"('Steve Flagg', 'Don Boyce')",,,,
,"('Dave Dibble', 'Richard Lasky')",,,,
,"('Jim Worden', 'Richard Lasky')",,,,
,"('Jim Worden', 'Brian Grove')",,,,
,"('Loretta Sullivan', 'Edward Mosher')",,,,
,"('Terry EnGelder', 'David Guy')",,,,
,"('Robert Wedlake', 'Edward Mosher')",,,,
,"('Steven Sullivan', 'Robert Williams')",,,,
,"('David Guy', 'Mark Sorochinsky')",,,,
,"('Sue Lisk', 'David Guy')",,,,
,"('Whitney Marvin', 'Christopher Ruston')",,,,
,"('Marchie Diffindorf', 'Charles Lampman')",,,,
,"('Steven Sullivan', 'Bijoy Datta')",,,,
,"('Steve Flagg', 'Jeremy Wheeler')",,,,
,"('Tim Whitesell', 'Michelle Duffy')",,,,
,"('Margaret Goodfellow', 'Richard Wheatley')",,,,
,"('Glen Winsor', 'Chris Denton')",,,,
,"('Richard Lasky', 'Andy Leahy')",,,,
,"('Jackie Root', 'Sue Lisk')",,,,
,"('Brenda Boyce', 'Richard Gerard')",,,,
,"('Jackie Root', 'Richard Wheatley')",,,,
,"('Jackie Root', 'Steve Flagg')",,,,
,"('Jackie Root', 'Whitney Marvin')",,,,
,"('Robert Wedlake', 'Richard Wheatley')",,,,
,"('Terry EnGelder', 'Ron Brink')",,,,
,"('Nick Schoonover', 'Andy Leahy')",,,,
,"('Gary Lash', 'Ron Keibel')",,,,
,"('Richard Lasky', 'Scott Kurkoski')",,,,
,"('Gary Lash', 'Chris Denton')",,,,
,"('Don Zaengle', 'Tim Whitesell')",,,,
,"('Steve Flagg', 'Ron Keibel')",,,,
,"('Steve Szczepanski', 'Helen Lampman')",,,,
,"('Steven Sullivan', 'Christopher Ruston')",,,,
,"('Robert Wedlake', 'Helen Lampman')",,,,
,"('Jeremy Wheeler', 'Helen Lampman')",,,,
,"('Vaughn Vennerberg', 'Ron Brink')",,,,
,"('Brenda Boyce', 'Helen Lampman')",,,,
,"('Gary Lash', 'Scott Kurkoski')",,,,
,"('Ed Griffith', 'Ron Brink')",,,,
,"('Bijoy Datta', 'Joseph Sluzar')",,,,
,"('Bijoy Datta', 'Steve Szczepanski')",,,,
,"('Scott Kurkoski', 'Helen Lampman')",,,,
,"('Christopher Ruston', 'Helen Lampman')",,,,
,"('Nick Schoonover', 'Brian Grove')",,,,
,"('Vaughn Vennerberg', 'Dewey Decker')",,,,
,"('Carrie Czebiniak', 'Robert Wedlake')",,,,
,"('Robert Jones', 'Richard Lasky')",,,,
,"('Robert Wedlake', 'Robert Jones')",,,,
,"('Bijoy Datta', 'Robert Wedlake')",,,,
,"('Robert Williams', 'Charles Lampman')",,,,
,"('Christopher Ruston', 'Jim Worden')",,,,
,"('Jeff Decker', 'Margaret Goodfellow')",,,,
,"('Carrie Czebiniak', 'David Guy')",,,,
,"('Ron Keibel', 'Richard Lasky')",,,,
,"('Nick Schoonover', 'Brenda Boyce')",,,,
,"('Steve Flagg', 'Helen Lampman')",,,,
,"('Christopher Ruston', 'Loretta Sullivan')",,,,
,"('Robert Williams', 'Andy Leahy')",,,,
,"('Jackie Root', 'Carrie Czebiniak')",,,,
,"('Vaughn Vennerberg', 'Andy Leahy')",,,,
,"('Mark Sexton', 'Don Zaengle')",,,,
,"('Robert Jones', 'Steve Szczepanski')",,,,
,"('Robert Williams', 'Steve Szczepanski')",,,,
,"('Marchie Diffindorf', 'Vaughn Vennerberg')",,,,
,"('Sue Lisk', 'Dewey Decker')",,,,
,"('Thomas West', 'Ron Keibel')",,,,
,"('Don Zaengle', 'Brenda Boyce')",,,,
,"('Christopher Ruston', 'Edward Mosher')",,,,
,"('Whitney Marvin', 'Don Boyce')",,,,
,"('Jim Worden', 'Rodney Waller')",,,,
,"('Carrie Czebiniak', 'Robert Jones')",,,,
,"('Marchie Diffindorf', 'Richard Lasky')",,,,
,"('Jim Worden', 'Brenda Boyce')",,,,
,"('Whitney Marvin', 'Loretta Sullivan')",,,,
,"('Carrie Czebiniak', 'Ed Griffith')",,,,
,"('Chris Denton', 'Barbara Fiala')",,,,
,"('Dewey Decker', 'Scott Kurkoski')",,,,
,"('Tim Whitesell', 'Rodney Waller')",,,,
,"('Bijoy Datta', 'Brian Grove')",,,,
,"('Jeremy Wheeler', 'Andy Leahy')",,,,
,"('Barbara Fiala', 'Rodney Waller')",,,,
,"('Jeff Decker', 'Jim Worden')",,,,
,"('Glen Winsor', 'Robert Wedlake')",,,,
,"('Chris Denton', 'Bijoy Datta')",,,,
,"('Glen Winsor', 'Nicole Gwardyak')",,,,
,"('Robert Williams', 'Brenda Boyce')",,,,
,"('Mark Sorochinsky', 'Vaughn Vennerberg')",,,,
,"('Vaughn Vennerberg', 'Brian Grove')",,,,
,"('David Guy', 'Helen Lampman')",,,,
,"('Bijoy Datta', 'Thomas West')",,,,
,"('Don Zaengle', 'Mark Sorochinsky')",,,,
,"('Robert Williams', 'Ron Brink')",,,,
,"('Tim Whitesell', 'Marchie Diffindorf')",,,,
,"('Steven Sullivan', 'Helen Lampman')",,,,
,"('Margaret Goodfellow', 'Mark Sorochinsky')",,,,
,"('Sue Lisk', 'Scott Kurkoski')",,,,
,"('Steve Flagg', 'Margaret Goodfellow')",,,,
,"('Mark Sexton', 'Dan Fitzsimmons')",,,,
,"('Carrie Czebiniak', 'Richard Lasky')",,,,
,"('Nick Schoonover', 'Dewey Decker')",,,,
,"('Loretta Sullivan', 'Dewey Decker')",,,,
,"('Loretta Sullivan', 'Brian Grove')",,,,
,"('Richard Lasky', 'Charles Lampman')",,,,
,"('Bijoy Datta', 'Vaughn Vennerberg')",,,,
,"('Richard Gerard', 'Ed Griffith')",,,,
,"('Bijoy Datta', 'Margaret Goodfellow')",,,,
,"('Bijoy Datta', 'Nicole Gwardyak')",,,,
,"('Dan Fitzsimmons', 'Jeremy Wheeler')",,,,
,"('Andy Leahy', 'Rodney Waller')",,,,
,"('Nicole Gwardyak', 'Brian Grove')",,,,
,"('Tim Whitesell', 'Vaughn Vennerberg')",,,,
,"('Scott Kurkoski', 'Rodney Waller')",,,,
,"('Helen Lampman', 'Rodney Waller')",,,,
,"('Jeff Decker', 'Robert Wedlake')",,,,
,"('Dave Dibble', 'Scott Kurkoski')",,,,
,"('Mark Sexton', 'Robert Jones')",,,,
,"('Don Zaengle', 'Terry EnGelder')",,,,
,"('Joseph Sluzar', 'Richard Lasky')",,,,
,"('Dan Fitzsimmons', 'Jim Worden')",,,,
,"('David Guy', 'Edward Mosher')",,,,
,"('Helen Lampman', 'Edward Mosher')",,,,
,"('Nicole Gwardyak', 'Michelle Duffy')",,,,
,"('Robert Wedlake', 'Charles Lampman')",,,,
,"('Margaret Goodfellow', 'Scott Kurkoski')",,,,
,"('Margaret Goodfellow', 'Robert Williams')",,,,
,"('Dan Fitzsimmons', 'Robert Jones')",,,,
,"('Brenda Boyce', 'Ron Brink')",,,,
,"('Chris Denton', 'Michelle Duffy')",,,,
,"('Brenda Boyce', 'Dave Dibble')",,,,
,"('Christopher Ruston', 'Robert Williams')",,,,
,"('Sue Lisk', 'Richard Wheatley')",,,,
,"('Brenda Boyce', 'Loretta Sullivan')",,,,
,"('Bijoy Datta', 'Scott Kurkoski')",,,,
,"('Robert Jones', 'Dewey Decker')",,,,
,"('Barbara Fiala', 'Richard Gerard')",,,,
,"('Margaret Goodfellow', 'Ron Brink')",,,,
,"('Bijoy Datta', 'Dave Dibble')",,,,
,"('Michelle Duffy', 'Rodney Waller')",,,,
,"('Edward Mosher', 'Ed Griffith')",,,,
,"('Robert Jones', 'Andy Leahy')",,,,
,"('Sue Lisk', 'Ron Brink')",,,,
,"('Margaret Goodfellow', 'Loretta Sullivan')",,,,
,"('Carrie Czebiniak', 'Sue Lisk')",,,,
,"('Mark Sexton', 'Mark Sorochinsky')",,,,
,"('Sue Lisk', 'Nicole Gwardyak')",,,,
,"('Robert Williams', 'Vaughn Vennerberg')",,,,
,"('Dave Dibble', 'Dewey Decker')",,,,
,"('Nicole Gwardyak', 'Richard Lasky')",,,,
,"('Steve Flagg', 'Robert Williams')",,,,
,"('Dan Fitzsimmons', 'Brenda Boyce')",,,,
,"('Terry EnGelder', 'Ed Griffith')",,,,
,"('Dan Fitzsimmons', 'Ed Griffith')",,,,
,"('Margaret Goodfellow', 'Ron Keibel')",,,,
,"('Carrie Czebiniak', 'Terry EnGelder')",,,,
,"('Chris Denton', 'Marchie Diffindorf')",,,,
,"('Scott Kurkoski', 'Ed Griffith')",,,,
,"('Brenda Boyce', 'Nicole Gwardyak')",,,,
,"('Robert Jones', 'Helen Lampman')",,,,
,"('Jackie Root', 'Loretta Sullivan')",,,,
,"('Carrie Czebiniak', 'Loretta Sullivan')",,,,
,"('Thomas West', 'Terry EnGelder')",,,,
,"('Steve Flagg', 'Scott Kurkoski')",,,,
,"('Whitney Marvin', 'Andy Leahy')",,,,
,"('Chris Denton', 'Ron Keibel')",,,,
,"('Jim Worden', 'Nicole Gwardyak')",,,,
,"('Jackie Root', 'Michelle Duffy')",,,,
,"('Dan Fitzsimmons', 'Loretta Sullivan')",,,,
,"('Richard Lasky', 'Michelle Duffy')",,,,
,"('Glen Winsor', 'Ron Brink')",,,,
,"('Jeremy Wheeler', 'Mark Sorochinsky')",,,,
,"('Robert Wedlake', 'Brian Grove')",,,,
,"('Steve Flagg', 'Ed Griffith')",,,,
,"('Nick Schoonover', 'David Guy')",,,,
,"('Sue Lisk', 'Ron Keibel')",,,,
,"('Whitney Marvin', 'Robert Jones')",,,,
,"('Robert Williams', 'Brian Grove')",,,,
,"('Joseph Sluzar', 'Margaret Goodfellow')",,,,
,"('Jeff Decker', 'Terry EnGelder')",,,,
,"('Bijoy Datta', 'Ed Griffith')",,,,
,"('Richard Lasky', 'Brian Grove')",,,,
,"('Don Zaengle', 'Rodney Waller')",,,,
,"('Bijoy Datta', 'Christopher Ruston')",,,,
,"('Don Zaengle', 'Nicole Gwardyak')",,,,
,"('Charles Lampman', 'Ron Brink')",,,,
,"('Dave Dibble', 'Richard Gerard')",,,,
,"('Steven Sullivan', 'Ron Brink')",,,,
,"('Chris Denton', 'Richard Lasky')",,,,
,"('Jeremy Wheeler', 'Scott Kurkoski')",,,,
,"('Carrie Czebiniak', 'Michelle Duffy')",,,,
,"('Chris Denton', 'Don Boyce')",,,,
,"('Andy Leahy', 'Scott Kurkoski')",,,,
,"('Glen Winsor', 'Ron Keibel')",,,,
,"('Tim Whitesell', 'Ron Brink')",,,,
,"('Thomas West', 'Jeremy Wheeler')",,,,
,"('Steve Flagg', 'Whitney Marvin')",,,,
,"('Nick Schoonover', 'Rodney Waller')",,,,
,"('Glen Winsor', 'Rodney Waller')",,,,
,"('Don Boyce', 'Brian Grove')",,,,
,"('Brenda Boyce', 'Rodney Waller')",,,,
,"('Richard Gerard', 'Dewey Decker')",,,,
,"('Dewey Decker', 'Michelle Duffy')",,,,
,"('Brenda Boyce', 'Tim Whitesell')",,,,
,"('Robert Williams', 'Marchie Diffindorf')",,,,
,"('Steve Flagg', 'Robert Jones')",,,,
,"('Richard Gerard', 'Helen Lampman')",,,,
,"('Barbara Fiala', 'Richard Wheatley')",,,,
,"('Tim Whitesell', 'Helen Lampman')",,,,
,"('Robert Wedlake', 'Mark Sorochinsky')",,,,
,"('Carrie Czebiniak', 'Robert Williams')",,,,
,"('Whitney Marvin', 'Michelle Duffy')",,,,
,"('Richard Gerard', 'Mark Sorochinsky')",,,,
,"('Robert Jones', 'Sue Lisk')",,,,
,"('Richard Lasky', 'Ed Griffith')",,,,
,"('Steve Flagg', 'Sue Lisk')",,,,
,"('Brian Grove', 'Michelle Duffy')",,,,
,"('Thomas West', 'Brenda Boyce')",,,,
,"('Terry EnGelder', 'Steve Szczepanski')",,,,
,"('David Guy', 'Scott Kurkoski')",,,,
,"('Terry EnGelder', 'Richard Wheatley')",,,,
,"('Robert Jones', 'Rodney Waller')",,,,
,"('Bijoy Datta', 'Jim Worden')",,,,
,"('Robert Williams', 'Helen Lampman')",,,,
,"('Steve Flagg', 'Carrie Czebiniak')",,,,
,"('Brenda Boyce', 'Richard Wheatley')",,,,
,"('Margaret Goodfellow', 'Nicole Gwardyak')",,,,
,"('Vaughn Vennerberg', 'Steve Szczepanski')",,,,
,"('Marchie Diffindorf', 'Nicole Gwardyak')",,,,
,"('Andy Leahy', 'Brian Grove')",,,,
,"('Jackie Root', 'Don Boyce')",,,,
,"('Edward Mosher', 'Michelle Duffy')",,,,
,"('Mark Sexton', 'Dewey Decker')",,,,
,"('Robert Wedlake', 'Ron Keibel')",,,,
,"('Jeff Decker', 'Don Boyce')",,,,
,"('Robert Wedlake', 'Sue Lisk')",,,,
,"('Robert Jones', 'Ron Brink')",,,,
,"('Terry EnGelder', 'Loretta Sullivan')",,,,
,"('Joseph Sluzar', 'Dave Dibble')",,,,
,"('Dave Dibble', 'Ed Griffith')",,,,
,"('Barbara Fiala', 'Brian Grove')",,,,
,"('Nicole Gwardyak', 'Charles Lampman')",,,,
,"('Robert Wedlake', 'Terry EnGelder')",,,,
,"('Dan Fitzsimmons', 'Tim Whitesell')",,,,
,"('Vaughn Vennerberg', 'Richard Wheatley')",,,,
,"('Nicole Gwardyak', 'Richard Wheatley')",,,,
,"('Dan Fitzsimmons', 'Whitney Marvin')",,,,
,"('Marchie Diffindorf', 'Ron Keibel')",,,,
,"('Jeff Decker', 'Jackie Root')",,,,
,"('Jeremy Wheeler', 'Richard Gerard')",,,,
,"('Robert Wedlake', 'Ed Griffith')",,,,
