AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Judy Quigley', 'Ashur Terwilliger')",,,,
,"('Nick Schoonover', 'Lois Dillworth')",,,,
,"('Brett Chedzoy', 'Darrick Evensen')",,,,
,"('Tim Whitesell', 'Bill Kulze')",,,,
,"('Tom Libous', 'Terry Collins')",,,,
,"('Randy Murray', 'Connie Kulze')",,,,
,"('Debralyn Muscato', 'George Williams')",,,,
,"('Terry Engelder', 'Dan Fitzsimmons')",,,,
,"('Loretta Sullivan', 'Dan Fitzsimmons')",,,,
,"('Nicole Gwardyak', 'Darrick Evensen')",,,,
,"('Alice Irons', 'Mark Sorochinsky')",,,,
,"('Robert Salvato', 'Eric Halstead')",,,,
,"('Helen Slottje', 'Terry Collins')",,,,
,"('Eric Halstead', 'Mike Dannaher')",,,,
,"('Nick Schoonover', 'Don Boyce')",,,,
,"('Jeffery Jacquet', 'Dan Bish')",,,,
,"('Wayne Wells', 'Ken Strickland')",,,,
,"('Robert Williams', 'Carrie Czebiniak')",,,,
,"('Robert Salvato', 'Jim Worden')",,,,
,"('Nicole Gwardyak', 'Randy Murray')",,,,
,"('Loretta Sullivan', 'Darrick Evensen')",,,,
,"('Loretta Sullivan', 'Gary Lash')",,,,
,"('Richard Lasky', 'Darlene Cobler')",,,,
,"('Jamal Diboun', 'Randy Murray')",,,,
,"('Nick Schoonover', 'John Holko')",,,,
,"('Florence Alpert', 'Brenda Boyce')",,,,
,"('Darlene Cobler', 'Doug McLinko')",,,,
,"('Dave Dibble', 'Brad Robinson')",,,,
,"('Jeffery Jacquet', 'Jim Worden')",,,,
,"('Tom Libous', 'Jeff Decker')",,,,
,"('Brett Chedzoy', 'Lynn Craig')",,,,
,"('Jamal Diboun', 'Don Zaengle')",,,,
,"('Tom Libous', 'Martha Goodsell')",,,,
,"('Don Boyce', 'Brett Chedzoy')",,,,
,"('Gary Henry', 'Doug Barton')",,,,
,"('Randy Murray', 'Steve Szczepanski')",,,,
,"('Robert Salvato', 'Dave Dibble')",,,,
,"('Helen Slottje', 'Jeff Decker')",,,,
,"('Ron McEwen', 'Bill Kulze')",,,,
,"('Gary Lash', 'Wayne Wells')",,,,
,"('Don Boyce', 'Gary Lash')",,,,
,"('Nick Schoonover', 'Debralyn Muscato')",,,,
,"('Don Boyce', 'Kevin Noble')",,,,
,"('Don Barber', 'Bill Leonard')",,,,
,"('Joseph Bish', 'Nicole Gwardyak')",,,,
,"('Judy Quigley', 'Milton Dougherty')",,,,
,"('Rachel Treichler', 'Kevin Noble')",,,,
,"('Fred Martinez', 'Jim Worden')",,,,
,"('Brett Chedzoy', 'Steve Szczepanski')",,,,
,"('Dan Lindsay', 'Ron Keibel')",,,,
,"('Alice Irons', 'Jeff Decker')",,,,
,"('Don Boyce', 'Coulter Heavenrich')",,,,
,"('Kurt Schrader', 'Connie Kulze')",,,,
,"('Ron Keibel', 'Mike Dannaher')",,,,
,"('Jim Douglas', 'Elaine Jardine')",,,,
,"('Joseph Bish', 'David Weber')",,,,
,"('Nicole Gwardyak', 'Jackie Root')",,,,
,"('Jamal Diboun', 'Jaqueline Beal')",,,,
,"('Bill Leonard', 'Tim Whitesell')",,,,
,"('Jeremy Wheeler', 'Bill Kulze')",,,,
,"('Jamal Diboun', 'Sue Heavenrich')",,,,
,"('Brett Chedzoy', 'Coulter Heavenrich')",,,,
,"('Ron Keibel', 'Bob Freeman')",,,,
,"('Loretta Sullivan', 'George Williams')",,,,
,"('Chris Brown', 'Jim Douglas')",,,,
,"('Peter Pappas', 'Gary Lash')",,,,
,"('Ron McEwen', 'Dan Fitzsimmons')",,,,
,"('Bill Kulze', 'Gary Lash')",,,,
,"('Sue Heavenrich', 'Terry Collins')",,,,
,"('Debralyn Muscato', 'Connie Kulze')",,,,
,"('Don Barber', 'David Weber')",,,,
,"('Bill Leonard', 'Ashur Terwilliger')",,,,
,"('George Williams', 'Karl Gesslein')",,,,
,"('Lynn Craig', 'Gary Lash')",,,,
,"('Gary Henry', 'Ed Griffith')",,,,
,"('Robert Williams', 'Robert Riggs')",,,,
,"('Jeremy Wheeler', 'Robert Salvato')",,,,
,"('Helen Slottje', 'Arthur Cacciola')",,,,
,"('Peter Pappas', 'Fred Martinez')",,,,
,"('Robert Salvato', 'Debralyn Muscato')",,,,
,"('Loretta Sullivan', 'Eric Gartenman')",,,,
,"('Judy Quigley', 'Nicole Gwardyak')",,,,
,"('Nick Schoonover', 'David Weber')",,,,
,"('Christine Curkendall', 'David Weber')",,,,
,"('Jamal Diboun', 'Connie Kulze')",,,,
,"('Martha Goodsell', 'Frank Cook')",,,,
,"('Don Zaengle', 'Bob Freeman')",,,,
,"('Doug Barton', 'Brad Robinson')",,,,
,"('Joseph Bish', 'Kurt Schrader')",,,,
,"('Doug McLinko', 'Ashur Terwilliger')",,,,
,"('Terry Engelder', 'Ed Griffith')",,,,
,"('Tim Whitesell', 'John Holko')",,,,
,"('Doug McLinko', 'Chris Denton')",,,,
,"('Christine Curkendall', 'Milton Dougherty')",,,,
,"('Loretta Sullivan', 'Coulter Heavenrich')",,,,
,"('Kurt Schrader', 'Bill Leonard')",,,,
,"('Nicole Gwardyak', 'Jim Worden')",,,,
,"('Jim Douglas', 'Loretta Sullivan')",,,,
,"('Dave Dibble', 'Elaine Jardine')",,,,
,"('Rachel Treichler', 'Martha Goodsell')",,,,
,"('Richard Lasky', 'Connie Kulze')",,,,
,"('Loretta Sullivan', 'Florence Alpert')",,,,
,"('Gary Henry', 'Bob Aman')",,,,
,"('Ron Keibel', 'Darlene Cobler')",,,,
,"('Dick VanScoy', 'Sue Heavenrich')",,,,
,"('Chris Brown', 'Florence Alpert')",,,,
,"('Joseph Bish', 'Robert Riggs')",,,,
,"('Jeremy Wheeler', 'Chris Denton')",,,,
,"('Jeremy Wheeler', 'Eric Halstead')",,,,
,"('Kurt Schrader', 'Terry Collins')",,,,
,"('Doug Barton', 'Gary Lash')",,,,
,"('Dick VanScoy', 'George Williams')",,,,
,"('Alice Irons', 'Dick VanScoy')",,,,
,"('Rachel Treichler', 'Lynn Craig')",,,,
,"('Dan Lindsay', 'Mark Sorochinsky')",,,,
,"('Arthur Cacciola', 'Dick VanScoy')",,,,
,"('Lynn Craig', 'Steve Szczepanski')",,,,
,"('Connie Kulze', 'Wayne Wells')",,,,
,"('Judy Quigley', 'Dan Lindsay')",,,,
,"('Ron McEwen', 'Darrick Evensen')",,,,
,"('Rachel Treichler', 'Jeffery Jacquet')",,,,
,"('Judy Quigley', 'Randy Murray')",,,,
,"('Don Zaengle', 'Brenda Boyce')",,,,
,"('John Holko', 'Debralyn Muscato')",,,,
,"('Richard Lasky', 'Marchie Diffindorf')",,,,
,"('Doug McLinko', 'Darrick Evensen')",,,,
,"('Nick Schoonover', 'Chris Brown')",,,,
,"('Ken Gordo', 'Chris Denton')",,,,
,"('Christine Curkendall', 'Tim Whitesell')",,,,
,"('Judy Quigley', 'Kurt Schrader')",,,,
,"('Alice Irons', 'Ken Gordo')",,,,
,"('Elaine Jardine', 'Brenda Boyce')",,,,
,"('Richard Lasky', 'Wayne Wells')",,,,
,"('Dick VanScoy', 'Ken Strickland')",,,,
,"('Jaqueline Beal', 'Frank Cook')",,,,
,"('Martha Goodsell', 'Dan Fitzsimmons')",,,,
,"('Robert Williams', 'Brenda Boyce')",,,,
,"('Elaine Jardine', 'Eric Gartenman')",,,,
,"('Don Barber', 'Bob Aman')",,,,
,"('Aaron Gowan', 'Ed Griffith')",,,,
,"('Dan Lindsay', 'Fred Martinez')",,,,
,"('Susannah Reese', 'Jaqueline Beal')",,,,
,"('Ron Keibel', 'Marchie Diffindorf')",,,,
,"('Jeremy Wheeler', 'Lois Dillworth')",,,,
,"('Arthur Cacciola', 'Jeff Decker')",,,,
,"('Fred Martinez', 'Dan Fitzsimmons')",,,,
,"('Jeffery Jacquet', 'Ashur Terwilliger')",,,,
,"('Jaqueline Beal', 'Marchie Diffindorf')",,,,
,"('Terry Engelder', 'Robert Williams')",,,,
,"('Ron McEwen', 'Lynn Craig')",,,,
,"('Dan Lindsay', 'Florence Alpert')",,,,
,"('Don Boyce', 'Darlene Cobler')",,,,
,"('Dan Lindsay', 'Chris Brown')",,,,
,"('Robert Salvato', 'Ron Keibel')",,,,
,"('Chris Brown', 'Wayne Wells')",,,,
,"('Judy Quigley', 'Dan Bish')",,,,
,"('Mark Sorochinsky', 'Debralyn Muscato')",,,,
,"('James Douglas', 'Robert Riggs')",,,,
,"('Terry Engelder', 'Mark Sorochinsky')",,,,
,"('Doug Barton', 'Wayne Wells')",,,,
,"('Jeff Decker', 'Martha Goodsell')",,,,
,"('Tom Libous', 'Kurt Schrader')",,,,
,"('Florence Alpert', 'Mark Sorochinsky')",,,,
,"('Rachel Treichler', 'Helen Slottje')",,,,
,"('Dan Lindsay', 'Marchie Diffindorf')",,,,
,"('George Williams', 'Marchie Diffindorf')",,,,
,"('David Slottje', 'Bill Kulze')",,,,
,"('Aaron Gowan', 'Lynn Craig')",,,,
,"('Mark Sorochinsky', 'Eric Gartenman')",,,,
,"('Aaron Gowan', 'Richard Lasky')",,,,
,"('Rachel Treichler', 'Gary Lash')",,,,
,"('James Douglas', 'Florence Alpert')",,,,
,"('James Douglas', 'Jeff Decker')",,,,
,"('James Douglas', 'Mark Sorochinsky')",,,,
,"('Jeremy Wheeler', 'Ron Keibel')",,,,
,"('Nicole Gwardyak', 'Richard Lasky')",,,,
,"('Terry Engelder', 'Peter Pappas')",,,,
,"('Jamal Diboun', 'Elaine Jardine')",,,,
,"('Ed Griffith', 'Chris Denton')",,,,
,"('Gary Henry', 'Coulter Heavenrich')",,,,
,"('Don Barber', 'Ken Strickland')",,,,
,"('Robert Salvato', 'Brad Robinson')",,,,
,"('Jeffery Jacquet', 'Eric Gartenman')",,,,
,"('Robert Williams', 'Kevin Burns')",,,,
,"('Alice Irons', 'Bob Aman')",,,,
,"('Lynn Craig', 'Frank Cook')",,,,
,"('Arthur Cacciola', 'Florence Alpert')",,,,
,"('Brett Chedzoy', 'Doug McLinko')",,,,
,"('Brett Chedzoy', 'Dave Dibble')",,,,
,"('Judy Quigley', 'Richard Lasky')",,,,
,"('Jamal Diboun', 'Chris Denton')",,,,
,"('Bob Freeman', 'Karl Gesslein')",,,,
,"('Kurt Schrader', 'Martha Goodsell')",,,,
,"('Dan Fitzsimmons', 'Sue Heavenrich')",,,,
,"('Chris Brown', 'Arthur Cacciola')",,,,
,"('Dan Bish', 'Brenda Boyce')",,,,
,"('Don Boyce', 'Jim Worden')",,,,
,"('Milton Dougherty', 'Wayne Wells')",,,,
,"('Jamal Diboun', 'Jim Worden')",,,,
,"('Brett Chedzoy', 'George Williams')",,,,
,"('Bill Leonard', 'Darrick Evensen')",,,,
,"('David Slottje', 'Jamal Diboun')",,,,
,"('Don Barber', 'Jim Douglas')",,,,
,"('Brett Chedzoy', 'Jim Worden')",,,,
,"('Robert Salvato', 'Eric Gartenman')",,,,
,"('Tom Libous', 'Jim Worden')",,,,
,"('Joseph Bish', 'Tim Whitesell')",,,,
,"('Terry Engelder', 'Ashur Terwilliger')",,,,
,"('Robert Williams', 'John Holko')",,,,
,"('Wayne Wells', 'Brad Robinson')",,,,
,"('Lynn Craig', 'Dick VanScoy')",,,,
,"('Randy Murray', 'Doug McLinko')",,,,
,"('Kurt Schrader', 'George Williams')",,,,
,"('David Slottje', 'Jackie Root')",,,,
,"('Dan Lindsay', 'Steve Szczepanski')",,,,
,"('Tom Libous', 'Robert Riggs')",,,,
,"('Jeff Decker', 'Terry Collins')",,,,
,"('Tom Libous', 'Nicole Gwardyak')",,,,
,"('Gary Henry', 'Don Zaengle')",,,,
,"('Chris Brown', 'Terry Engelder')",,,,
,"('Martha Goodsell', 'Steve Szczepanski')",,,,
,"('Don Barber', 'Darlene Cobler')",,,,
,"('Tom Libous', 'Karl Gesslein')",,,,
,"('Judy Quigley', 'John Holko')",,,,
,"('James Douglas', 'George Williams')",,,,
,"('Jeff Decker', 'Mark Sorochinsky')",,,,
,"('Jamal Diboun', 'Bill Leonard')",,,,
,"('Ron Keibel', 'Ron McEwen')",,,,
,"('Christine Curkendall', 'Brenda Boyce')",,,,
,"('Eric Halstead', 'Gary Henry')",,,,
,"('Helen Slottje', 'Martha Goodsell')",,,,
,"('Jeffery Jacquet', 'Jaqueline Beal')",,,,
,"('Rachel Treichler', 'Bill Kulze')",,,,
,"('Don Zaengle', 'Eric Gartenman')",,,,
,"('Ken Gordo', 'Darrick Evensen')",,,,
,"('Dan Bish', 'Terry Collins')",,,,
,"('Lois Dillworth', 'Mark Sorochinsky')",,,,
,"('Lynn Craig', 'Dan Fitzsimmons')",,,,
,"('Debralyn Muscato', 'Wayne Wells')",,,,
,"('Bob Freeman', 'Brenda Boyce')",,,,
,"('Rachel Treichler', 'Dick VanScoy')",,,,
,"('Chris Brown', 'Chris Denton')",,,,
,"('Jamal Diboun', 'Kurt Schrader')",,,,
,"('David Weber', 'Jim Worden')",,,,
,"('Joseph Bish', 'Debralyn Muscato')",,,,
,"('Rachel Treichler', 'Bob Aman')",,,,
,"('Gary Henry', 'Sue Heavenrich')",,,,
,"('Jim Douglas', 'Bill Kulze')",,,,
,"('Jeffery Jacquet', 'Matt Crowe')",,,,
,"('Susannah Reese', 'Gary Henry')",,,,
,"('Jim Douglas', 'Don Zaengle')",,,,
,"('Alice Irons', 'Jackie Root')",,,,
,"('Helen Slottje', 'Dan Lindsay')",,,,
,"('Jeffery Jacquet', 'Richard Lasky')",,,,
,"('Helen Slottje', 'Lynn Craig')",,,,
,"('John Holko', 'Frank Cook')",,,,
,"('Ron Keibel', 'Connie Kulze')",,,,
,"('Lois Dillworth', 'Fred Martinez')",,,,
,"('Bob Aman', 'Dan Fitzsimmons')",,,,
,"('Nicole Gwardyak', 'Christine Curkendall')",,,,
,"('Kurt Schrader', 'Florence Alpert')",,,,
,"('David Slottje', 'Darrick Evensen')",,,,
,"('Ron McEwen', 'John Holko')",,,,
,"('Susannah Reese', 'Marchie Diffindorf')",,,,
,"('Dave Dibble', 'Randy Murray')",,,,
,"('Rachel Treichler', 'Jamal Diboun')",,,,
,"('Robert Salvato', 'Florence Alpert')",,,,
,"('Karl Gesslein', 'Brad Robinson')",,,,
,"('Kurt Schrader', 'Jaqueline Beal')",,,,
,"('Ron McEwen', 'Martha Goodsell')",,,,
,"('Darlene Cobler', 'Robert Riggs')",,,,
,"('Bill Kulze', 'Kevin Burns')",,,,
,"('Fred Martinez', 'Terry Collins')",,,,
,"('Helen Slottje', 'Wayne Wells')",,,,
,"('Nick Schoonover', 'Tim Whitesell')",,,,
,"('Susannah Reese', 'Randy Murray')",,,,
,"('Terry Engelder', 'Darlene Cobler')",,,,
,"('Bob Aman', 'Jim Worden')",,,,
,"('Peter Pappas', 'Brenda Boyce')",,,,
,"('Lynn Craig', 'Dan Bish')",,,,
,"('Mike Dannaher', 'Karl Gesslein')",,,,
,"('Ed Griffith', 'Connie Kulze')",,,,
,"('David Slottje', 'Lynn Craig')",,,,
,"('Susannah Reese', 'Lois Dillworth')",,,,
,"('Terry Engelder', 'Jaqueline Beal')",,,,
,"('Ken Gordo', 'Coulter Heavenrich')",,,,
,"('Alice Irons', 'Peter Pappas')",,,,
,"('Matt Crowe', 'Eric Gartenman')",,,,
,"('Kevin Noble', 'Steve Szczepanski')",,,,
,"('Aaron Gowan', 'Eric Halstead')",,,,
,"('Don Barber', 'Ron McEwen')",,,,
,"('Arthur Cacciola', 'Ken Gordo')",,,,
,"('Rachel Treichler', 'Don Zaengle')",,,,
,"('Dick VanScoy', 'Steve Szczepanski')",,,,
,"('Frank Cook', 'Sue Heavenrich')",,,,
,"('Jeremy Wheeler', 'Ken Gordo')",,,,
,"('Helen Slottje', 'Jim Douglas')",,,,
,"('Aaron Gowan', 'Florence Alpert')",,,,
,"('Terry Engelder', 'Doug McLinko')",,,,
,"('Richard Lasky', 'Jamal Diboun')",,,,
,"('Arthur Cacciola', 'Eric Halstead')",,,,
,"('Mike Dannaher', 'Jim Worden')",,,,
,"('Jeremy Wheeler', 'Terry Engelder')",,,,
,"('David Slottje', 'Gary Lash')",,,,
,"('Florence Alpert', 'Gary Lash')",,,,
,"('Mike Dannaher', 'Sue Heavenrich')",,,,
,"('David Slottje', 'Ron Keibel')",,,,
,"('Kurt Schrader', 'Elaine Jardine')",,,,
,"('James Douglas', 'Debralyn Muscato')",,,,
,"('Darlene Cobler', 'Elaine Jardine')",,,,
,"('Lois Dillworth', 'Jaqueline Beal')",,,,
,"('Bill Leonard', 'Milton Dougherty')",,,,
,"('Joseph Bish', 'Carrie Czebiniak')",,,,
,"('Brad Robinson', 'Robert Riggs')",,,,
,"('Chris Brown', 'Doug McLinko')",,,,
,"('Tim Whitesell', 'Doug Barton')",,,,
,"('Joseph Bish', 'Ed Griffith')",,,,
,"('Joseph Bish', 'Darrick Evensen')",,,,
,"('David Slottje', 'Coulter Heavenrich')",,,,
,"('Arthur Cacciola', 'Ron McEwen')",,,,
,"('Don Boyce', 'Ken Strickland')",,,,
,"('Lynn Craig', 'Randy Murray')",,,,
,"('Ken Gordo', 'Brad Robinson')",,,,
,"('Tom Libous', 'Connie Kulze')",,,,
,"('Jeffery Jacquet', 'Dan Lindsay')",,,,
,"('Nicole Gwardyak', 'Dick VanScoy')",,,,
,"('Kurt Schrader', 'Steve Szczepanski')",,,,
,"('Jeremy Wheeler', 'Arthur Cacciola')",,,,
,"('Jeffery Jacquet', 'Brett Chedzoy')",,,,
,"('Helen Slottje', 'Matt Crowe')",,,,
,"('Tom Libous', 'Richard Lasky')",,,,
,"('Rachel Treichler', 'Mike Dannaher')",,,,
,"('Judy Quigley', 'Jamal Diboun')",,,,
,"('Lynn Craig', 'David Weber')",,,,
,"('Ashur Terwilliger', 'Karl Gesslein')",,,,
,"('Bob Aman', 'Jackie Root')",,,,
,"('Jaqueline Beal', 'Ken Strickland')",,,,
,"('Loretta Sullivan', 'Gary Henry')",,,,
,"('Doug Barton', 'Dan Fitzsimmons')",,,,
,"('Bob Freeman', 'Frank Cook')",,,,
,"('Jeremy Wheeler', 'Gary Henry')",,,,
,"('Bill Leonard', 'Eric Gartenman')",,,,
,"('Jamal Diboun', 'Brenda Boyce')",,,,
,"('Nicole Gwardyak', 'Doug McLinko')",,,,
,"('Jamal Diboun', 'Ron Keibel')",,,,
,"('Eric Halstead', 'Randy Murray')",,,,
,"('Nicole Gwardyak', 'Jim Douglas')",,,,
,"('Arthur Cacciola', 'Kevin Burns')",,,,
,"('Brett Chedzoy', 'Ron Keibel')",,,,
,"('James Douglas', 'Kevin Noble')",,,,
,"('Rachel Treichler', 'Christine Curkendall')",,,,
,"('Ashur Terwilliger', 'Jim Worden')",,,,
,"('Robert Williams', 'Jim Worden')",,,,
,"('Nick Schoonover', 'Milton Dougherty')",,,,
,"('Bill Kulze', 'Bob Aman')",,,,
,"('Ron Keibel', 'Elaine Jardine')",,,,
,"('Connie Kulze', 'Gary Lash')",,,,
,"('Coulter Heavenrich', 'Marchie Diffindorf')",,,,
,"('Jamal Diboun', 'Coulter Heavenrich')",,,,
,"('Gary Lash', 'Darrick Evensen')",,,,
,"('Jim Douglas', 'Lois Dillworth')",,,,
,"('Peter Pappas', 'Tim Whitesell')",,,,
,"('Don Zaengle', 'Randy Murray')",,,,
,"('Dan Lindsay', 'Jackie Root')",,,,
,"('Susannah Reese', 'Doug McLinko')",,,,
,"('Robert Williams', 'Karl Gesslein')",,,,
,"('Jeffery Jacquet', 'Nicole Gwardyak')",,,,
,"('Nicole Gwardyak', 'Brenda Boyce')",,,,
,"('Jamal Diboun', 'Kevin Burns')",,,,
,"('Dick VanScoy', 'Jackie Root')",,,,
,"('Darlene Cobler', 'Martha Goodsell')",,,,
,"('Don Barber', 'Elaine Jardine')",,,,
,"('Joseph Bish', 'Eric Gartenman')",,,,
,"('John Holko', 'Gary Lash')",,,,
,"('Arthur Cacciola', 'John Holko')",,,,
,"('Chris Brown', 'Frank Cook')",,,,
,"('Nicole Gwardyak', 'Karl Gesslein')",,,,
,"('Jeremy Wheeler', 'Mike Dannaher')",,,,
,"('Judy Quigley', 'Darlene Cobler')",,,,
,"('Don Zaengle', 'Karl Gesslein')",,,,
,"('Jaqueline Beal', 'Elaine Jardine')",,,,
,"('Joseph Bish', 'Alice Irons')",,,,
,"('Alice Irons', 'Ron Keibel')",,,,
,"('Mark Sorochinsky', 'Ashur Terwilliger')",,,,
,"('Debralyn Muscato', 'Coulter Heavenrich')",,,,
,"('Bob Aman', 'Darrick Evensen')",,,,
,"('Kurt Schrader', 'Peter Pappas')",,,,
,"('Tim Whitesell', 'Jim Worden')",,,,
,"('Judy Quigley', 'Jaqueline Beal')",,,,
,"('Florence Alpert', 'Robert Riggs')",,,,
,"('James Douglas', 'Loretta Sullivan')",,,,
,"('James Douglas', 'Bob Freeman')",,,,
,"('Bill Leonard', 'Kevin Noble')",,,,
,"('Bill Leonard', 'John Holko')",,,,
,"('Kurt Schrader', 'Brad Robinson')",,,,
,"('Don Boyce', 'Eric Gartenman')",,,,
,"('Nick Schoonover', 'Don Zaengle')",,,,
,"('Don Zaengle', 'Sue Heavenrich')",,,,
,"('Jim Douglas', 'Ed Griffith')",,,,
,"('Robert Williams', 'Susannah Reese')",,,,
,"('Mark Sorochinsky', 'Brad Robinson')",,,,
,"('Dave Dibble', 'Frank Cook')",,,,
,"('Tom Libous', 'Eric Gartenman')",,,,
,"('Jackie Root', 'Frank Cook')",,,,
,"('Doug Barton', 'Eric Gartenman')",,,,
,"('David Slottje', 'Robert Riggs')",,,,
,"('Ed Griffith', 'Terry Collins')",,,,
,"('George Williams', 'Kevin Burns')",,,,
,"('Gary Henry', 'Kevin Burns')",,,,
,"('Lois Dillworth', 'Ashur Terwilliger')",,,,
,"('Randy Murray', 'Wayne Wells')",,,,
,"('Eric Halstead', 'Ken Strickland')",,,,
,"('Richard Lasky', 'Florence Alpert')",,,,
,"('Martha Goodsell', 'Connie Kulze')",,,,
,"('Eric Halstead', 'Connie Kulze')",,,,
,"('Ron McEwen', 'Mike Dannaher')",,,,
,"('Doug Barton', 'Debralyn Muscato')",,,,
,"('Don Zaengle', 'Bill Kulze')",,,,
,"('Jim Douglas', 'Dan Fitzsimmons')",,,,
,"('Terry Engelder', 'Arthur Cacciola')",,,,
,"('Jim Douglas', 'Bill Leonard')",,,,
,"('Aaron Gowan', 'Peter Pappas')",,,,
,"('Alice Irons', 'Sue Heavenrich')",,,,
,"('Lynn Craig', 'Milton Dougherty')",,,,
,"('Dan Lindsay', 'George Williams')",,,,
,"('Don Barber', 'Aaron Gowan')",,,,
,"('Don Zaengle', 'Dick VanScoy')",,,,
,"('David Weber', 'Eric Gartenman')",,,,
,"('Loretta Sullivan', 'Jamal Diboun')",,,,
,"('James Douglas', 'David Weber')",,,,
,"('Eric Halstead', 'Dan Fitzsimmons')",,,,
,"('Joseph Bish', 'Jeff Decker')",,,,
,"('Judy Quigley', 'Terry Collins')",,,,
,"('Aaron Gowan', 'Ron McEwen')",,,,
,"('Bill Kulze', 'Ken Gordo')",,,,
,"('Don Barber', 'John Holko')",,,,
,"('Nicole Gwardyak', 'Ron McEwen')",,,,
,"('Kurt Schrader', 'Ken Strickland')",,,,
,"('Jeffery Jacquet', 'Lois Dillworth')",,,,
,"('Bob Aman', 'Coulter Heavenrich')",,,,
,"('Don Barber', 'Debralyn Muscato')",,,,
,"('Ken Gordo', 'George Williams')",,,,
,"('Nick Schoonover', 'Randy Murray')",,,,
,"('James Douglas', 'Dan Bish')",,,,
,"('Dan Lindsay', 'Christine Curkendall')",,,,
,"('Ken Gordo', 'Jim Worden')",,,,
,"('Bob Aman', 'Sue Heavenrich')",,,,
,"('Loretta Sullivan', 'Dave Dibble')",,,,
,"('Arthur Cacciola', 'Ashur Terwilliger')",,,,
,"('Ed Griffith', 'Milton Dougherty')",,,,
,"('Eric Halstead', 'Marchie Diffindorf')",,,,
,"('Kurt Schrader', 'Mike Dannaher')",,,,
,"('Richard Lasky', 'Eric Gartenman')",,,,
,"('Arthur Cacciola', 'Chris Denton')",,,,
,"('Nick Schoonover', 'Ashur Terwilliger')",,,,
,"('Peter Pappas', 'Karl Gesslein')",,,,
,"('Elaine Jardine', 'Debralyn Muscato')",,,,
,"('Chris Brown', 'Matt Crowe')",,,,
,"('Bill Kulze', 'Doug McLinko')",,,,
,"('Don Zaengle', 'John Holko')",,,,
,"('Doug McLinko', 'Ken Strickland')",,,,
,"('Jaqueline Beal', 'Fred Martinez')",,,,
,"('Ken Gordo', 'Robert Riggs')",,,,
,"('Karl Gesslein', 'Frank Cook')",,,,
,"('Christine Curkendall', 'Martha Goodsell')",,,,
,"('Mike Dannaher', 'Brad Robinson')",,,,
,"('Susannah Reese', 'Dave Dibble')",,,,
,"('Terry Engelder', 'Bill Leonard')",,,,
,"('Don Barber', 'Bob Freeman')",,,,
,"('Dan Lindsay', 'Coulter Heavenrich')",,,,
,"('David Slottje', 'Joseph Bish')",,,,
,"('Frank Cook', 'Darrick Evensen')",,,,
,"('Dan Lindsay', 'Bill Kulze')",,,,
,"('Tim Whitesell', 'Matt Crowe')",,,,
,"('Christine Curkendall', 'Bill Leonard')",,,,
,"('Alice Irons', 'Dan Fitzsimmons')",,,,
,"('Dave Dibble', 'Karl Gesslein')",,,,
,"('Debralyn Muscato', 'Robert Riggs')",,,,
,"('Chris Brown', 'Randy Murray')",,,,
,"('Kurt Schrader', 'Randy Murray')",,,,
,"('Jaqueline Beal', 'Gary Lash')",,,,
,"('Aaron Gowan', 'Gary Lash')",,,,
,"('Joseph Bish', 'Loretta Sullivan')",,,,
,"('Jeffery Jacquet', 'Fred Martinez')",,,,
,"('Christine Curkendall', 'Kevin Burns')",,,,
,"('Tom Libous', 'Milton Dougherty')",,,,
,"('Bob Aman', 'Eric Gartenman')",,,,
,"('Dan Lindsay', 'Robert Salvato')",,,,
,"('Bill Leonard', 'Marchie Diffindorf')",,,,
,"('Don Barber', 'Karl Gesslein')",,,,
,"('Florence Alpert', 'Bob Aman')",,,,
,"('Chris Brown', 'Don Zaengle')",,,,
,"('Debralyn Muscato', 'Jackie Root')",,,,
,"('Bill Leonard', 'Debralyn Muscato')",,,,
,"('Robert Williams', 'Milton Dougherty')",,,,
,"('Dan Lindsay', 'Brett Chedzoy')",,,,
,"('Dan Lindsay', 'Doug McLinko')",,,,
,"('Joseph Bish', 'Brenda Boyce')",,,,
,"('Jeff Decker', 'Dan Bish')",,,,
,"('Jeremy Wheeler', 'Sue Heavenrich')",,,,
,"('Brett Chedzoy', 'Milton Dougherty')",,,,
,"('Peter Pappas', 'Mike Dannaher')",,,,
,"('Aaron Gowan', 'Martha Goodsell')",,,,
,"('Dan Bish', 'Ken Strickland')",,,,
,"('Dan Lindsay', 'Brad Robinson')",,,,
,"('Jeffery Jacquet', 'Robert Williams')",,,,
,"('Tom Libous', 'Chris Brown')",,,,
,"('Don Barber', 'Brenda Boyce')",,,,
,"('Don Barber', 'Alice Irons')",,,,
,"('Don Barber', 'Tim Whitesell')",,,,
,"('Robert Williams', 'Elaine Jardine')",,,,
,"('Ashur Terwilliger', 'Kevin Burns')",,,,
,"('Dave Dibble', 'Gary Lash')",,,,
,"('Peter Pappas', 'Ron McEwen')",,,,
,"('Jim Douglas', 'Bob Aman')",,,,
,"('Arthur Cacciola', 'Wayne Wells')",,,,
,"('Aaron Gowan', 'Karl Gesslein')",,,,
,"('Terry Engelder', 'Jeff Decker')",,,,
,"('Don Barber', 'Chris Brown')",,,,
,"('Jeremy Wheeler', 'Ken Strickland')",,,,
,"('Richard Lasky', 'Ken Gordo')",,,,
